id_umkm,provinsi,sektor,skala_usaha,usia_usaha,punya_smartphone,punya_medsos_bisnis,punya_marketplace,jumlah_platform,frekuensi_posting_mgg,pakai_pembayaran_digital,persen_omzet_online,ikut_pelatihan_digital,punya_website,pakai_tools_manajemen,digital_readiness_score,kategori_score,klaster,pca_1,pca_2,nama_klaster
UMKM0559,Sumatera Utara,Jasa,Mikro,< 1 tahun,1,1,1,1,4,1,37.6,0,0,0,70.09,Tinggi (50-75),3,1.3250691474434628,0.7742314099578533,Digital Adopter
UMKM0560,DKI Jakarta,Elektronik,Mikro,3-5 tahun,0,0,1,2,0,1,48.4,0,0,0,41.51,Sedang (25-50),3,1.4855074255883252,-2.297012068441863,Digital Adopter
UMKM0561,DKI Jakarta,Fashion,Mikro,> 5 tahun,1,1,0,0,4,1,0.0,0,1,0,48.0,Sedang (25-50),2,-0.7928064984994928,1.8235926875292836,Digital Beginner
UMKM0562,Jawa Barat,Kuliner,Kecil,> 5 tahun,1,1,1,1,1,1,52.2,0,1,0,70.55,Tinggi (50-75),1,1.8070304585469732,-0.354874476655014,Digital Champion
UMKM0563,Jawa Timur,Jasa,Mikro,< 1 tahun,1,1,1,3,3,0,32.1,0,0,0,64.21,Tinggi (50-75),3,1.9364988165216095,0.14256881446471967,Digital Adopter
UMKM0564,Jawa Timur,Kuliner,Mikro,< 1 tahun,1,1,1,1,5,0,13.5,1,0,1,69.68,Tinggi (50-75),3,1.3292664016337472,1.8528399323281877,Digital Adopter
UMKM0565,Jawa Barat,Jasa,Mikro,1-3 tahun,1,0,0,0,0,1,9.0,0,0,0,20.9,Rendah (0-25),0,-1.844126763067528,-1.5401283454523012,Digital Laggard
UMKM0566,Jawa Tengah,Fashion,Kecil,1-3 tahun,1,1,1,1,4,1,64.1,1,0,0,77.74,Sangat Tinggi (75-100),3,2.286316650613841,0.7409047247393449,Digital Adopter
UMKM0567,Jawa Barat,Kerajinan,Mikro,1-3 tahun,1,0,1,1,0,1,36.5,0,1,0,51.98,Tinggi (50-75),1,0.891514878521768,-2.091903569092705,Digital Champion
UMKM0568,Jawa Tengah,Kuliner,Kecil,1-3 tahun,1,1,0,0,1,0,6.1,0,1,1,37.61,Sedang (25-50),2,-0.7744635455012981,0.9033163989709625,Digital Beginner
UMKM0569,Bali,Kerajinan,Kecil,> 5 tahun,1,1,1,1,3,0,52.6,0,1,0,64.59,Tinggi (50-75),1,1.7998787767393793,0.6211694793282236,Digital Champion
UMKM0570,Jawa Barat,Fashion,Kecil,> 5 tahun,1,1,0,0,1,1,3.0,1,0,1,47.3,Sedang (25-50),2,-0.7466856148722488,0.6989822944112192,Digital Beginner
UMKM0571,Jawa Tengah,Fashion,Mikro,1-3 tahun,1,0,0,0,0,1,3.2,0,0,0,20.32,Rendah (0-25),0,-1.9857270346119904,-1.5030439166223317,Digital Laggard
UMKM0572,Sumatera Utara,Kuliner,Mikro,> 5 tahun,1,1,0,0,4,1,1.8,0,0,1,48.18,Sedang (25-50),2,-0.7836093268533825,1.822803569775845,Digital Beginner
UMKM0573,Jawa Barat,Kerajinan,Kecil,1-3 tahun,1,1,1,1,1,1,26.8,1,0,0,68.01,Tinggi (50-75),3,1.0690267803670879,-0.2728634609309729,Digital Adopter
UMKM0574,DKI Jakarta,Jasa,Menengah,3-5 tahun,1,1,1,1,1,1,57.3,0,1,1,76.06,Sangat Tinggi (75-100),1,2.3289661913604367,-0.16025935722401635,Digital Champion
UMKM0575,Sulawesi Selatan,Kuliner,Kecil,1-3 tahun,1,1,1,2,3,1,28.0,1,0,1,80.47,Sangat Tinggi (75-100),3,2.234822622070421,0.5849418870736425,Digital Adopter
UMKM0576,Bali,Kuliner,Mikro,3-5 tahun,1,1,0,0,2,0,9.8,0,0,0,29.98,Sedang (25-50),2,-1.4115124960403505,0.8533510599255177,Digital Beginner
UMKM0577,Jawa Timur,Kuliner,Mikro,> 5 tahun,1,0,1,2,0,1,11.1,1,0,1,57.78,Tinggi (50-75),3,1.085574673355245,-1.9792541824159748,Digital Adopter
UMKM0578,Bali,Kerajinan,Mikro,3-5 tahun,1,0,0,0,0,1,8.5,0,0,0,20.85,Rendah (0-25),0,-1.8563336830282573,-1.5369314119324762,Digital Laggard
UMKM0579,Jawa Tengah,Kerajinan,Kecil,1-3 tahun,0,1,1,2,2,1,26.8,1,0,1,68.35,Tinggi (50-75),3,2.304310551400953,0.4592627059899494,Digital Adopter
UMKM0580,Jawa Barat,Fashion,Mikro,3-5 tahun,1,1,0,0,1,0,5.0,0,0,0,27.5,Sedang (25-50),2,-1.6309168080554641,0.46662181296608424,Digital Beginner
UMKM0581,Jawa Tengah,Kuliner,Mikro,< 1 tahun,1,1,0,0,4,1,7.0,1,0,0,48.7,Sedang (25-50),2,-0.739801763224105,1.6984424111686673,Digital Beginner
UMKM0582,Kalimantan Timur,Fashion,Kecil,> 5 tahun,1,0,1,1,0,1,55.0,1,0,1,58.83,Tinggi (50-75),3,1.6227039221079578,-2.063359475076083,Digital Adopter
UMKM0583,Jawa Tengah,Fashion,Mikro,3-5 tahun,1,0,1,3,0,1,14.2,0,0,0,51.42,Tinggi (50-75),3,0.984190006445372,-2.558995273284839,Digital Adopter
UMKM0584,Jawa Barat,Fashion,Kecil,1-3 tahun,1,1,1,2,4,1,61.5,1,1,1,90.82,Sangat Tinggi (75-100),1,3.5870770292579484,1.0046711484104047,Digital Champion
UMKM0585,DKI Jakarta,Pertanian,Mikro,3-5 tahun,1,1,0,0,1,1,3.7,0,0,1,42.37,Sedang (25-50),2,-1.0438766721789405,0.55839579615125,Digital Beginner
UMKM0586,Jawa Barat,Kuliner,Mikro,3-5 tahun,0,1,0,0,1,1,8.5,1,0,0,32.85,Sedang (25-50),2,-0.8088322268898537,0.7206601715784128,Digital Beginner
UMKM0587,Jawa Timur,Kerajinan,Mikro,< 1 tahun,1,1,1,1,1,0,36.1,0,0,0,53.94,Tinggi (50-75),3,0.7604417678245458,-0.3246753304323401,Digital Adopter
UMKM0588,Jawa Timur,Fashion,Kecil,3-5 tahun,1,1,1,1,4,1,53.4,1,0,1,81.67,Sangat Tinggi (75-100),3,2.4225137126682514,1.0365429433968112,Digital Adopter
UMKM0589,Jawa Timur,Fashion,Mikro,1-3 tahun,1,0,0,0,0,1,0.4,1,0,1,30.04,Sedang (25-50),0,-1.3423798919263403,-1.1218064562458856,Digital Laggard
UMKM0590,Jawa Timur,Kerajinan,Mikro,> 5 tahun,1,0,1,2,0,1,35.7,0,0,0,50.24,Tinggi (50-75),3,0.9744492409574025,-2.4998779442567893,Digital Adopter
UMKM0591,Jawa Timur,Kerajinan,Menengah,> 5 tahun,1,1,1,1,4,1,75.1,1,0,0,78.84,Sangat Tinggi (75-100),3,2.5548688897498906,0.6705721873031958,Digital Adopter
UMKM0592,DKI Jakarta,Pertanian,Mikro,> 5 tahun,1,1,0,0,3,1,8.1,1,0,0,46.81,Sedang (25-50),2,-0.8151644197026101,1.2739893486752991,Digital Beginner
UMKM0593,Jawa Timur,Kuliner,Mikro,3-5 tahun,1,1,0,0,2,0,6.5,0,0,0,29.65,Sedang (25-50),2,-1.4920781677811654,0.8744508211563625,Digital Beginner
UMKM0594,Jawa Barat,Kuliner,Mikro,3-5 tahun,1,0,1,1,0,0,16.4,0,0,0,34.97,Sedang (25-50),0,-0.25272917188649535,-2.036128954711431,Digital Laggard
UMKM0595,Bali,Kerajinan,Mikro,< 1 tahun,1,1,1,3,1,1,41.3,0,0,0,71.13,Tinggi (50-75),3,2.17802336157521,-0.8948562650991573,Digital Adopter
UMKM0596,Jawa Tengah,Fashion,Mikro,> 5 tahun,1,1,0,0,1,1,0.5,0,0,0,37.05,Sedang (25-50),2,-1.519426109141632,0.3516323293449176,Digital Beginner
UMKM0597,DKI Jakarta,Kuliner,Mikro,1-3 tahun,1,1,0,0,3,0,1.8,0,0,0,31.18,Sedang (25-50),2,-1.504605335019913,1.3219218049924708,Digital Beginner
UMKM0598,Jawa Timur,Kuliner,Mikro,3-5 tahun,1,0,0,0,0,1,6.3,0,0,0,20.63,Rendah (0-25),0,-1.9100441308554674,-1.5228649044452465,Digital Laggard
UMKM0599,Jawa Timur,Kuliner,Mikro,1-3 tahun,1,0,0,0,0,1,6.4,1,0,1,30.64,Sedang (25-50),0,-1.195896852397586,-1.160169658483785,Digital Laggard
UMKM0600,Jawa Timur,Elektronik,Kecil,< 1 tahun,1,1,1,2,3,0,34.0,1,0,0,66.07,Tinggi (50-75),3,1.7625275338247552,0.46311672880212224,Digital Adopter
UMKM0601,Jawa Timur,Kuliner,Mikro,3-5 tahun,1,1,0,0,1,1,4.0,1,0,1,47.4,Sedang (25-50),2,-0.7222717749507898,0.6925884273715692,Digital Beginner
UMKM0602,Jawa Barat,Kuliner,Mikro,< 1 tahun,1,1,1,2,2,1,36.3,0,0,0,69.3,Tinggi (50-75),3,1.6235337185606855,-0.2488816507706313,Digital Adopter
UMKM0603,Jawa Timur,Kuliner,Mikro,> 5 tahun,1,1,1,3,2,1,15.0,1,0,1,80.5,Sangat Tinggi (75-100),3,2.3498631464986826,0.05405687945881511,Digital Adopter
UMKM0604,Jawa Timur,Fashion,Mikro,1-3 tahun,1,0,0,0,0,1,9.6,0,0,0,20.96,Rendah (0-25),0,-1.8294784591146525,-1.543964665676091,Digital Laggard
UMKM0605,Jawa Timur,Kuliner,Mikro,< 1 tahun,1,1,0,0,4,1,2.2,0,0,1,48.22,Sedang (25-50),2,-0.7738437908847989,1.8202460229599848,Digital Beginner
UMKM0606,Jawa Tengah,Fashion,Mikro,3-5 tahun,1,1,0,0,2,1,5.5,0,0,0,39.55,Sedang (25-50),2,-1.2951390291422267,0.7370828028964213,Digital Beginner
UMKM0607,Jawa Barat,Kuliner,Kecil,< 1 tahun,1,1,0,0,3,0,6.0,0,0,1,36.6,Sedang (25-50),2,-1.0046420581357625,1.5222914047591534,Digital Beginner
UMKM0608,Jawa Barat,Jasa,Mikro,1-3 tahun,1,0,0,0,0,0,10.0,0,0,0,11.0,Rendah (0-25),0,-2.041065901706467,-1.4027603271923599,Digital Laggard
UMKM0609,Jawa Tengah,Kuliner,Menengah,> 5 tahun,0,1,1,1,4,1,71.4,1,0,1,73.47,Tinggi (50-75),3,3.0629652488829078,1.205521323901593,Digital Adopter
UMKM0610,DKI Jakarta,Fashion,Menengah,< 1 tahun,1,1,0,0,4,1,5.2,1,0,1,53.52,Tinggi (50-75),2,-0.3863215258687086,1.9371752131732494,Digital Beginner
UMKM0611,Jawa Timur,Elektronik,Mikro,> 5 tahun,1,1,0,0,1,0,3.5,0,0,0,27.35,Sedang (25-50),2,-1.6675375679376527,0.47621261352555905,Digital Beginner
UMKM0612,Sumatera Utara,Kerajinan,Mikro,< 1 tahun,1,0,1,1,0,0,24.5,0,0,0,35.78,Sedang (25-50),0,-0.054977068522676975,-2.0879192777325954,Digital Laggard
UMKM0613,DKI Jakarta,Fashion,Mikro,1-3 tahun,1,0,1,1,0,1,40.3,1,0,0,52.36,Tinggi (50-75),3,0.8663953260484871,-2.196593470926441,Digital Adopter
UMKM0614,Jawa Timur,Kuliner,Kecil,> 5 tahun,1,1,1,3,1,1,40.2,1,0,1,81.02,Sangat Tinggi (75-100),3,2.862874032127341,-0.524488378690116,Digital Adopter
UMKM0615,Sulawesi Selatan,Kuliner,Mikro,1-3 tahun,1,1,0,0,5,1,5.7,0,0,0,45.57,Sedang (25-50),2,-0.9836026199816047,1.9880634557377508,Digital Beginner
UMKM0616,Bali,Kerajinan,Mikro,< 1 tahun,1,0,1,2,0,0,24.8,0,0,0,39.15,Sedang (25-50),3,0.4869854072531006,-2.286422908225014,Digital Adopter
UMKM0617,Jawa Timur,Pertanian,Mikro,1-3 tahun,1,0,1,1,0,1,26.9,0,0,0,46.02,Sedang (25-50),3,0.2249691258492226,-2.247026443927347,Digital Adopter
UMKM0618,Jawa Barat,Kerajinan,Kecil,1-3 tahun,1,1,0,0,1,1,3.2,0,0,0,37.32,Sedang (25-50),2,-1.4535087413536925,0.3343688883378629,Digital Beginner
UMKM0619,Sumatera Utara,Fashion,Kecil,> 5 tahun,1,1,0,0,1,0,0.5,0,0,0,27.05,Sedang (25-50),2,-1.74077908770203,0.4953942146445089,Digital Beginner
UMKM0620,Sumatera Utara,Kerajinan,Mikro,1-3 tahun,1,1,0,0,3,1,9.5,0,0,0,41.95,Sedang (25-50),2,-1.0952657890642805,1.1289271434875752,Digital Beginner
UMKM0621,Jawa Timur,Fashion,Kecil,> 5 tahun,1,1,1,2,3,0,50.4,0,0,1,67.71,Tinggi (50-75),3,2.246058912498993,0.44937035935286157,Digital Adopter
UMKM0622,Jawa Barat,Kuliner,Mikro,> 5 tahun,1,0,0,0,0,1,8.1,1,0,0,25.81,Sedang (25-50),0,-1.551818473745128,-1.3982630737844022,Digital Laggard
UMKM0623,Jawa Barat,Fashion,Mikro,1-3 tahun,1,0,0,0,0,0,4.2,0,0,1,15.42,Rendah (0-25),0,-1.7852410240369068,-1.138452057029178,Digital Laggard
UMKM0624,Jawa Tengah,Pertanian,Kecil,> 5 tahun,1,1,0,0,1,0,9.0,1,1,0,37.9,Sedang (25-50),2,-0.7868078136913764,0.7936611345549799,Digital Beginner
UMKM0625,DKI Jakarta,Kuliner,Mikro,1-3 tahun,1,1,0,0,2,1,4.8,0,0,0,39.48,Sedang (25-50),2,-1.3122287170872478,0.7415585098241761,Digital Beginner
UMKM0626,Jawa Barat,Kerajinan,Mikro,> 5 tahun,1,0,0,0,0,1,5.7,0,0,0,20.57,Rendah (0-25),0,-1.9246924348083427,-1.5190285842214564,Digital Laggard
UMKM0627,Jawa Tengah,Kuliner,Mikro,< 1 tahun,1,1,0,0,2,1,4.9,1,0,1,49.49,Sedang (25-50),2,-0.5980814386293666,1.1042537557856378,Digital Beginner
UMKM0628,Sumatera Utara,Fashion,Kecil,3-5 tahun,1,1,0,0,5,1,7.3,1,0,1,55.73,Tinggi (50-75),2,-0.2328345816415344,2.3411679011397375,Digital Beginner
UMKM0629,Jawa Timur,Kuliner,Kecil,3-5 tahun,1,1,1,1,3,1,68.8,0,1,0,76.21,Sangat Tinggi (75-100),1,2.4167359620274134,0.3738269479863039,Digital Champion
UMKM0630,Jawa Barat,Fashion,Mikro,1-3 tahun,1,1,1,1,3,0,45.0,1,0,0,63.83,Tinggi (50-75),3,1.496441449161465,0.5893696617464962,Digital Adopter
UMKM0631,DKI Jakarta,Jasa,Kecil,3-5 tahun,1,1,1,3,2,0,65.8,1,0,0,70.58,Tinggi (50-75),3,2.9713080867343824,-0.35421352218902147,Digital Adopter
UMKM0632,Bali,Kuliner,Mikro,> 5 tahun,1,1,0,0,1,1,6.1,0,0,0,37.61,Sedang (25-50),2,-1.3827086055814612,0.3158266739228781,Digital Beginner
UMKM0633,Jawa Tengah,Kerajinan,Mikro,< 1 tahun,1,1,0,0,1,1,4.9,1,0,0,42.49,Sedang (25-50),2,-1.0977244682354992,0.4596101057026722,Digital Beginner
UMKM0634,Jawa Tengah,Jasa,Mikro,1-3 tahun,1,1,0,0,2,0,1.0,0,0,0,29.1,Sedang (25-50),2,-1.6263542873491903,0.9096170898744371,Digital Beginner
UMKM0635,Jawa Timur,Elektronik,Mikro,> 5 tahun,1,1,0,0,3,0,4.0,0,1,1,41.4,Sedang (25-50),2,-0.6212968485521421,1.751583137253734,Digital Beginner
UMKM0636,Jawa Tengah,Kuliner,Mikro,3-5 tahun,0,1,1,1,1,0,28.3,0,0,1,48.16,Sedang (25-50),3,1.1684413832795806,0.23648866102862162,Digital Adopter
UMKM0637,Jawa Tengah,Fashion,Menengah,> 5 tahun,1,1,1,2,3,1,41.6,0,0,1,76.83,Sangat Tinggi (75-100),3,2.252570099750551,0.36187450400218946,Digital Adopter
UMKM0638,Jawa Barat,Kuliner,Mikro,> 5 tahun,1,0,0,0,0,1,0.8,0,0,0,20.08,Rendah (0-25),0,-2.044320250423492,-1.4876986357271718,Digital Laggard
UMKM0639,Jawa Barat,Pertanian,Mikro,> 5 tahun,1,1,0,0,2,0,3.5,1,0,0,34.35,Sedang (25-50),2,-1.2510389422938295,1.0297432136075269,Digital Beginner
UMKM0640,Jawa Barat,Elektronik,Mikro,> 5 tahun,1,1,0,0,3,0,8.2,0,0,0,31.82,Sedang (25-50),2,-1.348356759522575,1.2810010559387113,Digital Beginner
UMKM0641,Jawa Timur,Fashion,Mikro,1-3 tahun,1,1,1,3,2,1,21.1,0,0,0,71.11,Tinggi (50-75),3,1.7870816755538472,-0.34828034214847575,Digital Adopter
UMKM0642,Jawa Barat,Jasa,Menengah,< 1 tahun,1,1,0,0,3,1,2.9,1,1,0,51.29,Tinggi (50-75),2,-0.5099434978676586,1.52374145569676,Digital Beginner
UMKM0643,Jawa Barat,Fashion,Mikro,> 5 tahun,1,1,0,0,4,0,8.5,0,0,1,38.85,Sedang (25-50),2,-0.8413895779400046,1.9237265459097816,Digital Beginner
UMKM0644,Jawa Barat,Kerajinan,Mikro,3-5 tahun,1,1,0,0,5,0,4.9,0,0,1,40.49,Sedang (25-50),2,-0.827061521265147,2.3641642760022745,Digital Beginner
UMKM0645,Jawa Timur,Kuliner,Kecil,< 1 tahun,1,1,1,1,2,0,61.6,0,0,0,58.49,Tinggi (50-75),3,1.4852125662138624,-0.07029913119365971,Digital Adopter
UMKM0646,Bali,Jasa,Mikro,1-3 tahun,1,1,0,0,2,0,9.8,1,0,0,34.98,Sedang (25-50),2,-1.0972317507886375,0.9894618512577321,Digital Beginner
UMKM0647,Jawa Tengah,Kuliner,Mikro,> 5 tahun,1,1,0,0,1,0,9.5,0,0,1,32.95,Sedang (25-50),2,-1.123629379194876,0.6650732526208717,Digital Beginner
UMKM0648,DKI Jakarta,Jasa,Mikro,3-5 tahun,1,0,0,0,0,0,3.6,0,0,1,15.36,Rendah (0-25),0,-1.7998893279897823,-1.1346157368053882,Digital Laggard
UMKM0649,Sumatera Utara,Jasa,Mikro,1-3 tahun,1,0,1,1,0,1,23.9,0,0,0,45.72,Sedang (25-50),0,0.15172760608484545,-2.227844842808397,Digital Laggard
UMKM0650,Jawa Tengah,Kerajinan,Menengah,3-5 tahun,1,1,1,2,5,1,38.8,1,1,1,90.55,Sangat Tinggi (75-100),1,3.1351007434329374,1.5672317389602113,Digital Champion
UMKM0651,Jawa Timur,Kuliner,Kecil,1-3 tahun,1,1,1,1,2,1,36.8,0,0,1,71.01,Tinggi (50-75),3,1.4985274639360977,0.1717307274232791,Digital Adopter
UMKM0652,Jawa Tengah,Kuliner,Mikro,1-3 tahun,1,0,0,0,0,1,0.2,0,0,0,20.02,Rendah (0-25),0,-2.0589685543763676,-1.4838623155033819,Digital Laggard
UMKM0653,Jawa Tengah,Kuliner,Kecil,1-3 tahun,1,1,1,1,1,1,67.8,1,0,0,72.11,Tinggi (50-75),3,2.0699942171469092,-0.5350120095566195,Digital Adopter
UMKM0654,Sumatera Utara,Fashion,Mikro,< 1 tahun,1,1,0,0,2,0,9.4,0,0,1,34.94,Sedang (25-50),2,-1.0238528827949118,1.08313244807459,Digital Beginner
UMKM0655,Jawa Tengah,Kuliner,Mikro,> 5 tahun,1,1,0,0,1,0,8.7,0,0,0,27.87,Sedang (25-50),2,-1.5405856003460656,0.4429645049193795,Digital Beginner
UMKM0656,Jawa Timur,Elektronik,Mikro,1-3 tahun,1,1,0,0,1,0,5.1,1,0,0,32.51,Sedang (25-50),2,-1.314194678811605,0.6020932175943334,Digital Beginner
UMKM0657,Jawa Barat,Fashion,Mikro,> 5 tahun,1,0,0,0,0,1,5.7,0,0,0,20.57,Rendah (0-25),0,-1.9246924348083427,-1.5190285842214564,Digital Laggard
UMKM0658,Jawa Barat,Kuliner,Mikro,> 5 tahun,1,0,0,0,0,1,0.1,0,0,0,20.01,Rendah (0-25),0,-2.061409938368514,-1.483222928799417,Digital Laggard
UMKM0659,DKI Jakarta,Fashion,Mikro,1-3 tahun,1,0,0,0,0,1,2.2,0,0,1,25.22,Sedang (25-50),0,-1.612715725319427,-1.2694262082494696,Digital Laggard
UMKM0660,Jawa Tengah,Fashion,Menengah,3-5 tahun,1,1,1,1,4,1,58.2,1,1,1,87.15,Sangat Tinggi (75-100),1,2.971873033717794,1.2223563800217727,Digital Champion
UMKM0661,Jawa Barat,Kerajinan,Mikro,3-5 tahun,1,1,0,0,1,0,7.5,0,0,1,32.75,Sedang (25-50),2,-1.172457059037794,0.6778609867001716,Digital Beginner
UMKM0662,Kalimantan Timur,Fashion,Mikro,> 5 tahun,1,1,0,0,3,1,1.5,0,0,0,41.15,Sedang (25-50),2,-1.2905765084359526,1.1800780798047745,Digital Beginner
UMKM0663,DKI Jakarta,Elektronik,Mikro,1-3 tahun,1,0,0,0,0,0,8.7,0,0,0,10.87,Rendah (0-25),0,-2.0728038936043633,-1.394448300040815,Digital Laggard
UMKM0664,Jawa Barat,Fashion,Mikro,3-5 tahun,1,1,0,0,3,0,6.4,0,1,0,36.64,Sedang (25-50),2,-0.960128781954663,1.5090140150253621,Digital Beginner
UMKM0665,Jawa Timur,Pertanian,Mikro,3-5 tahun,1,0,0,0,0,1,2.3,1,0,0,25.23,Sedang (25-50),0,-1.6934187452895906,-1.3611786449544325,Digital Laggard
UMKM0666,Jawa Timur,Jasa,Mikro,1-3 tahun,1,0,0,0,0,0,1.6,1,0,0,15.16,Rendah (0-25),0,-1.9318614117950097,-1.2129410527270863,Digital Laggard
UMKM0667,Jawa Barat,Kuliner,Kecil,< 1 tahun,1,1,1,2,4,1,50.6,1,0,0,79.73,Sangat Tinggi (75-100),3,2.491368135473483,0.6306364593940955,Digital Adopter
UMKM0668,Jawa Timur,Elektronik,Mikro,3-5 tahun,1,0,0,0,0,1,9.0,0,0,0,20.9,Rendah (0-25),0,-1.844126763067528,-1.5401283454523012,Digital Laggard
UMKM0669,Jawa Timur,Kuliner,Mikro,> 5 tahun,1,1,0,0,2,0,7.2,0,0,0,29.72,Sedang (25-50),2,-1.4749884798361441,0.8699751142286075,Digital Beginner
UMKM0670,Jawa Barat,Jasa,Mikro,1-3 tahun,1,0,1,1,0,0,32.8,0,0,0,36.61,Sedang (25-50),3,0.14765780282543314,-2.1409883741616897,Digital Adopter
UMKM0671,Jawa Timur,Fashion,Mikro,3-5 tahun,1,0,1,1,0,1,10.7,0,0,0,44.4,Sedang (25-50),0,-0.1705350808784141,-2.143445797885018,Digital Laggard
UMKM0672,Bali,Elektronik,Mikro,1-3 tahun,1,1,0,0,1,1,3.1,0,0,0,37.31,Sedang (25-50),2,-1.4559501253458385,0.33500827504182784,Digital Beginner
UMKM0673,Jawa Timur,Jasa,Kecil,> 5 tahun,1,1,1,1,3,1,42.8,1,0,1,78.61,Sangat Tinggi (75-100),3,2.0615091291086753,0.686898125267347,Digital Adopter
UMKM0674,Jawa Tengah,Jasa,Mikro,1-3 tahun,1,1,0,0,1,1,7.5,0,1,0,42.75,Sedang (25-50),2,-0.9163563402648803,0.5233792584826492,Digital Beginner
UMKM0675,Jawa Barat,Jasa,Mikro,> 5 tahun,1,0,0,0,0,0,6.1,1,0,1,20.61,Rendah (0-25),0,-1.4245739829344215,-1.014489613072299,Digital Laggard
UMKM0676,Kalimantan Timur,Kuliner,Mikro,1-3 tahun,1,1,0,0,4,0,4.2,0,0,0,33.42,Sedang (25-50),2,-1.3437942388163011,1.7239963328470642,Digital Beginner
UMKM0677,Jawa Timur,Kuliner,Mikro,1-3 tahun,1,1,0,0,1,1,6.2,0,0,0,37.62,Sedang (25-50),2,-1.3802672215893153,0.3151872872189131,Digital Beginner
UMKM0678,Jawa Barat,Fashion,Mikro,< 1 tahun,0,1,1,2,4,0,13.4,0,0,0,51.01,Tinggi (50-75),3,1.2485419842114887,1.1602073944549298,Digital Adopter
UMKM0679,Kalimantan Timur,Kuliner,Kecil,< 1 tahun,1,1,1,2,3,1,54.2,1,1,0,83.09,Sangat Tinggi (75-100),1,2.9092129682251646,0.40670272771688365,Digital Champion
UMKM0680,Sulawesi Selatan,Kerajinan,Mikro,3-5 tahun,1,1,0,0,1,1,4.0,0,0,0,37.4,Sedang (25-50),2,-1.4339776694165252,0.3292537947061429,Digital Beginner
UMKM0681,Sumatera Utara,Kuliner,Kecil,1-3 tahun,1,1,1,1,3,1,28.8,1,0,0,72.21,Tinggi (50-75),3,1.3222902209942262,0.5491884224892336,Digital Adopter
UMKM0682,Jawa Barat,Pertanian,Mikro,> 5 tahun,1,1,1,1,3,0,40.9,0,1,0,63.42,Tinggi (50-75),1,1.5142368496583083,0.6959777236921277,Digital Champion
UMKM0683,Jawa Timur,Kerajinan,Kecil,< 1 tahun,1,0,1,2,0,1,50.9,1,1,1,66.76,Tinggi (50-75),1,2.489418391655854,-2.0172260921787606,Digital Champion
UMKM0684,DKI Jakarta,Jasa,Mikro,1-3 tahun,1,1,0,0,1,1,8.8,0,0,0,37.88,Sedang (25-50),2,-1.3167912377935218,0.2985632329158233,Digital Beginner
UMKM0685,Bali,Kuliner,Kecil,1-3 tahun,1,1,1,3,2,0,25.7,0,0,0,61.57,Tinggi (50-75),3,1.6780323606321612,-0.23393024523127406,Digital Adopter
UMKM0686,Jawa Tengah,Jasa,Mikro,< 1 tahun,1,0,0,0,0,1,2.4,0,0,0,20.24,Rendah (0-25),0,-2.005258106549158,-1.4979288229906116,Digital Laggard
UMKM0687,Jawa Tengah,Elektronik,Menengah,< 1 tahun,1,1,1,1,3,0,57.4,1,0,1,70.07,Tinggi (50-75),3,2.19659821340158,0.7373095517880494,Digital Adopter
UMKM0688,Jawa Barat,Fashion,Mikro,1-3 tahun,1,0,0,0,0,0,5.8,0,0,0,10.58,Rendah (0-25),0,-2.143604029376595,-1.3759060856258303,Digital Laggard
UMKM0689,Sumatera Utara,Kerajinan,Mikro,3-5 tahun,1,1,0,0,3,1,5.4,1,0,0,46.54,Sedang (25-50),2,-0.8810817874905496,1.291252789682354,Digital Beginner
UMKM0690,Jawa Timur,Jasa,Mikro,1-3 tahun,0,0,0,0,0,0,4.9,0,0,1,5.49,Rendah (0-25),0,-1.5671489184634921,-0.858859776738453,Digital Laggard
UMKM0691,Jawa Barat,Kuliner,Kecil,3-5 tahun,1,1,0,0,3,0,7.2,1,0,1,41.72,Sedang (25-50),2,-0.6610647049782986,1.6507295556437875,Digital Beginner
UMKM0692,Jawa Tengah,Fashion,Mikro,3-5 tahun,1,1,1,2,3,1,21.5,1,0,0,74.82,Tinggi (50-75),3,1.6787075133669147,0.3992781814981549,Digital Adopter
UMKM0693,Jawa Tengah,Fashion,Kecil,< 1 tahun,1,1,1,2,2,0,54.2,0,0,1,66.09,Tinggi (50-75),3,2.2366136238084273,0.007653855852438687,Digital Adopter
UMKM0694,Jawa Barat,Kuliner,Mikro,3-5 tahun,1,1,0,0,4,1,1.8,1,1,0,53.18,Tinggi (50-75),2,-0.43458084138915337,1.948194518190128,Digital Beginner
UMKM0695,Jawa Timur,Fashion,Mikro,> 5 tahun,1,0,0,0,0,0,7.8,0,0,0,10.78,Rendah (0-25),0,-2.0947763495336766,-1.38869381970513,Digital Laggard
UMKM0696,DKI Jakarta,Kuliner,Mikro,3-5 tahun,1,1,0,0,3,1,6.6,0,0,0,41.66,Sedang (25-50),2,-1.1660659248365117,1.1474693579025599,Digital Beginner
UMKM0697,Jawa Barat,Kuliner,Menengah,3-5 tahun,1,1,0,0,1,1,6.8,1,0,1,47.68,Sedang (25-50),2,-0.6539130231707045,0.6746855996605494,Digital Beginner
UMKM0698,Jawa Tengah,Kuliner,Kecil,1-3 tahun,1,1,0,0,4,1,4.8,1,0,1,53.48,Tinggi (50-75),2,-0.39608706183729225,1.9397327599891092,Digital Beginner
